Category;ProductNaam;ProductNaamEngels;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw,,,
Vlees, vis, eiergerechten;Varkenshamschijf bereid mz;Varkenshamschijf prepared mz;lapje;70;272;28;0;18;7;12;0.4;1.9;38;0;0;500;10;2;28;17;2.2;378;210;9;0.55;0.05;0.18;1;0;0.4;0;4;6.6;0;0;0;7.6,
Vlees, vis, eiergerechten;Varkenshamschijf bereid zz;Varkenshamschijf prepared zz;lapje;70;272;28;0;18;7;12;0.4;1.9;38;0;0;62;10;2;28;17;2.2;378;210;9;0.55;0.05;0.18;1;0;0.4;0;4;6.6;0;0;0;7.6,
Vlees, vis, eiergerechten;Varkenshamschijf rauw;Varkenshamschijf raw;lapje;100;198;20;0;13;5;8;0.1;1.3;64;0;0;62;13;1.2;23;13;2.04;347;210;0;0.69;0.04;0.18;0.94;0;0.6;0;3;4.2;0;0;0;10.6,
Vlees, vis, eiergerechten;Varkenslappen bereid;Pigs flaps prepared;lapje;70;204;30;0;9;3;6;0.1;1;36;0;0;61;9;1.3;24;20;3.8;312;210;15;0.32;0.28;0.24;0.74;0;0.2;0.5;5;6.6;0;0.4;0;7,
Vlees, vis, eiergerechten;Varkenslever bereid mz;Pork Liver prepared mz;lapje;70;193;28;4;7;3;4;;0.4;290;0;0;500;11;17;22;61;8.2;250;390;13.05;0.21;3.1;0.64;53.38;9;0.9;0.2;540;11.5;0;4;0;13.9,
Vlees, vis, eiergerechten;Varkenslever bereid zz;Pork Liver prepared zz;lapje;70;193;28;4;7;3;4;;0.4;290;0;0;80;11;17;22;61;8.2;250;390;13.05;0.21;3.1;0.64;53.38;9;0.9;0.2;540;11.5;0;4;0;13.9,
Vlees, vis, eiergerechten;Varkenslever gekookt;Pork liver cooked;broodbeleg;15;140;22;4;4;1;3;0;0.4;300;0;0;1.6;10;17;21;28;0.67;300;225;15.771;0.5;3;0.35;25;15;0.9;0.2;540;10;0;4;0;10.2,
Vlees, vis, eiergerechten;Varkenslever gekookt zz;Pork liver cooked zz;lapje;70;193;28;4;7;3;4;;0.4;290;0;0;80;11;17;22;61;8.2;250;390;13.05;0.21;3.1;0.64;53.38;9;0.9;0.2;540;11.5;0;4;0;13.9,
Vlees, vis, eiergerechten;Varkenslever rauw;Raw pig liver;lapje;100;140;22;4;4;1;3;0;0.4;280;0;0;80;8;21;18;61;6.78;271;370;11.25;0.3;2.95;0.67;34;21;0.9;0.2;540;15.4;0;4;0;16.7,
Vlees, vis, eiergerechten;Varkensnasivlees bereid mz;Pork Fried Meat prepared mz;portie;70;182;31;0;6;2;4;0.1;0.7;41;0;0;500;6;1.5;28;15;1.9;416;240;6;0.5;0.12;0.16;0.82;0;0.2;0.3;4;6.6;0;0;0;7.7,
Vlees, vis, eiergerechten;Varkensnasivlees bereid zz;Pork Fried Meat prepared zz;portie;70;182;31;0;6;2;4;0.1;0.7;41;0;0;60;6;1.5;28;15;1.9;416;240;6;0.5;0.12;0.16;0.82;0;0.2;0.3;4;6.6;0;0;0;7.7,
Vlees, vis, eiergerechten;Varkensnier rauw;Pigs Kidney raw;stuks;175;86;16;0;3;1;2;;0.2;410;0;0;200;10;6.4;17;150;2.4;220;250;116;0.56;2.58;0.39;40;7;1;0.4;39;7.6;0;0;0;16.1,
Vlees, vis, eiergerechten;Varkensoester bereid mz;Pork Oyster prepared mz;lapje;70;147;28;0;4;1;3;0;0.4;41;0;0;500;6;1.5;28;15;1.9;416;240;6;0.88;0.29;0.51;1;0;0.2;0.3;5;6.6;0;0.4;0;8.7,
Vlees, vis, eiergerechten;Varkensoester bereid zz;Pork Oyster prepared zz;lapje;70;147;28;0;4;1;3;0;0.4;41;0;0;54;6;1.5;28;15;1.9;416;240;6;0.88;0.29;0.51;1;0;0.2;0.3;5;6.6;0;0.4;0;8.7,
Vlees, vis, eiergerechten;Varkensoester rauw;Pigs raw oyster;lapje;100;115;24;0;2;1;2;0;0.2;51;0;0;54;5;1.1;24;13;1.74;380;181;0;0.61;0.09;0.21;0.51;0;0.4;0;4;6.1;0;0;0;7.7,
Vlees, vis, eiergerechten;Varkenssate met saus;Varkenssate with sauce;stokje;50;213;17;7;13;4;9;0.1;2.7;53;0;0.9;711;38;1;47;8;1.3;270;230;8;0.18;0.08;0.36;;0;0.3;2.3;;7.3;0;6.8;18;13.6,
Vlees, vis, eiergerechten;Varkensschoud.karbon rauw;Varkensschoud.karbon raw;product ;;197;19;0;13;5;8;0.1;1.3;64;0;0;62;13;0.7;23;13;2.04;347;210;0;0.69;0.04;0.18;0.94;0;0.6;0;3;4.2;0;0;0;10.8,
Vlees, vis, eiergerechten;Varkensschouderkarb bereid mz;Ber Varkensschouderkarb mz;product ;;272;28;0;18;7;12;0.4;1.9;38;0;0;500;10;2;28;17;2.2;378;210;9;0.55;0.04;0.17;1.38;0;0.4;0.2;4;7.6;0;0;0;7.6,
Vlees, vis, eiergerechten;Varkensschouderkarb bereidzz;Ber Varkensschouderkarb zz;product ;;272;28;0;18;7;12;0.4;1.9;38;0;0;62;10;2;28;17;2.2;378;210;9;0.55;0.04;0.17;1.38;0;0.4;0.2;4;7.6;0;0;0;7.6,
Vlees, vis, eiergerechten;Varkensschouderlap bereid mz;Ber Varkensschouderlap mz;lapje;70;272;28;0;18;7;12;0.4;1.9;72;0;0;500;9;2;21;8;2.8;378;180;0;0.55;0.05;0.18;1.38;0;0.4;0.5;4;4.5;0;0;0;6.5,
Vlees, vis, eiergerechten;Varkensschouderlap bereid zz;Varkensschouderlap prepared zz;lapje;70;272;28;0;18;7;12;0.4;1.9;72;0;0;61;9;2;21;8;2.8;378;180;0;0.55;0.05;0.18;1.38;0;0.4;0.5;4;4.5;0;0;0;6.5,
Vlees, vis, eiergerechten;Varkensschouderlap rauw;Varkensschouderlap raw;lapje;100;146;21;0;7;3;4;0.1;0.7;62;0;0;61;5;1.2;24;13;1.74;250;181;0;0.39;0.06;0.11;0.54;0;0.4;0;4;6.1;0;0;0;8.7,
Vlees, vis, eiergerechten;Varkensvl 10-19gvet bereid gemarineerd;Pigmeat, 10-19gvet prepared marinated;steak;70;250;28;0;15;6;10;0.1;1.6;38;0;0;61;10;1.7;28;17;2.2;386;210;9;0.61;0.09;0.24;1.16;0;0.3;0.2;4;7.4;0;0.2;0;7.6
Vlees, vis, eiergerechten;Varkensvl 5-14gvet r gemarineerd;Pigmeat, 5-r 14gvet marinated;steak;100;166;21;0;9;4;6;0.1;0.9;64;0;0;61;9;1;24;13;1.88;318;177;0;0.54;0.04;0.21;0.68;0;0.4;0;4;5.4;0;0;0;8.4
Vlees, vis," eiergerechten;Varkensvl <10g vet bereid, gemarineerd zz;Pigmeat", <10g fat prepared gem zz;steak;70;162;31;0;4;1;3;0;0.5;40;0;0;56;6;1.4;27;15;1.96;413;239;6;0.56;0.13;0.21;0.79;0;0.4;0.3;5;6.6;0;0;0;7.7
Vlees, vis, eiergerechten;Varkensvl <10g vet bereid mz;Pigmeat, <10g fat prepared mz;steak;70;162;31;0;4;1;3;0;0.5;40;0;0;500;6;1.4;27;15;1.96;413;239;6;0.56;0.13;0.21;0.79;0;0.4;0.3;5;6.6;0;0;0;7.7
Vlees, vis, eiergerechten;Varkensvl <5g vet rauw gemarineerd;Pigmeat, <5g fat raw marinated;steak;100;121;22;0;4;1;2;0;0.3;59;0;0;57;5;1;25;14;1.74;377;181;0;0.55;0.09;0.26;0.51;0;0.4;0;4;6.1;0;0;0;8.2
Vlees, vis," eiergerechten;Varkensvl >19g vet bereid, gemarineerd;Pigmeat",> 19g fat prepared marinated;steak;75;345;19;1;30;10;19;0.2;3.6;38;0;0.3;572;18;1.3;19;12;2.08;274;181;24;0.27;0.18;0.18;1.01;0;0.6;0.2;2;3.5;0.2;0.4;0;9.5
Vlees, vis, eiergerechten;Varkensvl>15g vet rauw marinated;Pigmeat,> 15g fat raw marinated;steak;100;309;16;0;27;10;17;0.2;2.8;54;0;0;344;6;1;19;12;1.77;326;156;0;0.43;0.14;0.28;0.8;1;0.6;0;2;4.8;0;0;0;9.5
Vlees, vis, eiergerechten;Vink sla- rauw;Check-raw salad;stuks;105;282;17;0;24;10;14;0.2;2.4;59;0;0;687;11;1.1;19;10;2.53;288;133;0;0.21;0.12;0.11;1.1;0;0.6;0.1;3;5.5;0;0;0;7.9,
Vlees, vis, eiergerechten;Vis mager 0-2 g vet rauw;0-2 g fat fish, lean raw;portie;120;91;20;0;1;0;1;0;0;75;0;0;92;14;0.6;25;42;0.5;251;173;12;0.06;0.08;0.24;1.8;1;1.7;0.3;8;4;0;0;0;8.6
Vlees, vis, eiergerechten;Vis matigvet >2-10g vet rauw;Fish matigvet> 2-10g fat raw;portie;120;101;18;0;3;1;2;0;0.3;70;0;0;52;20;1.9;26;30;0.56;450;350;;0.03;0.09;0.32;2;0;1.7;1;;3.1;0;0;0;19.7,
Vlees, vis, eiergerechten;Vis vet >10 g vet rauw;Fish fat> 10 g fat raw;portie;120;283;17;0;24;6;18;0;0.5;108;0;0;91;36;1.3;26;31;0.76;323;222;288;0.1;0.3;0.41;6.73;1;9.5;2;9;5.1;0;0;0;12.8,
Vlees, vis, eiergerechten;Visburger gebakken;Fried fish burger;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3,
Vlees, vis, eiergerechten;Viskuit gekleurd glas;Roe stained glass;gram;1;126;19;0;6;2;3;0;0.1;318;0;0;;;;;;;;;9;;;;;;;;;;0;0;0;,
Vlees, vis, eiergerechten;Visnugget gebakken;Visnugget baked;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3,
Vlees, vis, eiergerechten;Vissalade;Fish salad;beleg toast ;;287;8;7;25;3;22;0.2;7.4;172;0;1.2;557;78;0.7;15;28;0.32;188;149;28;0.04;0.11;0.23;0.75;0;6.2;23.8;11;3.1;5.3;2;3;18.6,
Vlees, vis, eiergerechten;Visschnitzel gebakken;Visschnitzel baked;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3,
Vlees, vis, eiergerechten;Vissticks gebakken;Fried fish fingers;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3,
Vlees, vis, eiergerechten;Vissticks onbereid;Uncooked fish fingers;stuks;28;154;13;12;6;1;5;0.1;0.7;28;0;0.4;93;16;0.7;9;37;3.46;262;179;12;0.06;0.08;0.14;1;1;1.4;0.1;11;4;1;11;8;13.8,
Vlees, vis, eiergerechten;Vlees <5 g vet rauw gemarineerd;Meat <5 g fat raw gemarineerd;lapje;100;115;23;0;3;1;2;0;0.2;60;0;0;61;6;1.2;27;13;2.17;365;194;11;0.22;0.06;0.39;0.86;0;1;0;6;7.9;0;0;0;8.5,
Vlees, vis, eiergerechten;Vlees >5 g vet rauw gemarineerd;Meat> 5 g fat raw gemarineerd;lapje;100;235;19;0;18;7;11;0.3;1.4;60;0;0;191;10;1.6;22;10;2.69;300;168;11;0.23;0.1;0.2;1.35;9;0.4;0.1;4;5.1;0;0.4;0;9.1,
Vlees, vis, eiergerechten;Vleessalade;Meat Salad;beleg toast klein;15;258;4;7;24;2;22;0.1;5.5;25;0;0.5;400;14;0.5;7;3;0.47;97;78;94;0.06;0.05;0.06;0.27;2;0.2;0.2;4;0.9;5;2;2;22.3,
Vlees, vis, eiergerechten;Vleeswaren Na- gemiddeld;After meats-average;broodbeleg;15;189;22;2;11;3;7;0.1;0.8;45;0;0;66;9;1.1;17;3;2.41;353;212;261;0.31;0.18;0.25;6.3;0;0.2;;;3.3;0.7;0.8;0;9.6,
Vlees, vis, eiergerechten;Wijting (magnetron) z toev;Whiting (microwave) Add z;magnetron;;101;22;0;1;0;1;0;0;91;0;0;93;16;0.5;25;48;0.5;262;179;24;0.06;0.12;0.24;2;0;0;;9;4;0;0;0;8.1,
Vlees, vis, eiergerechten;Worst droge salam Turks;Turkish dry sausage salam;plak;15;271;15;7;21;9;12;0.8;0.4;67;0;0;1.102;;2.2;;;;202;;;0.03;0.15;0.12;2.55;;;;2;;0;6.5;0;,
Vlees, vis, eiergerechten;Worst gekookte;Cooked sausage;broodbeleg;20;313;13;3;28;10;18;0.3;1.9;53;0;0.1;877;13;1.3;11;8;1.34;300;230;14;0.18;0.14;0.16;0.75;0;0.6;0.1;;3;0.4;2.5;0;18.3,
Vlees, vis, eiergerechten;Zalm blik;Canned salmon;beleg toast ;;164;24;0;8;2;6;0;0.1;90;0;0;493;91;0.9;25;25;0.8;316;170;31;0.02;0.22;0.21;4;0;9.2;2.1;9;5.9;0;0;0;7.2,
Vlees, vis, eiergerechten;Zalm (magnetron) z toev;Salmon (microwave) Add z;magnetron;;271;28;0;18;4;14;0;0.6;84;0;0;142;12;1;29;28;0.7;396;244;17;0.13;0.36;0.63;6;0;8.7;2.1;12;7.5;0;0;0;8.7,
Vlees, vis, eiergerechten;Zalm gerookt;Smoked salmon;beleg toast ;;200;25;0;11;3;9;0;0.3;55;0;0;1.14;19;0.6;19;24;0.4;415;250;15;0.16;0.17;0.45;3;0;5;1.3;1;8.8;0;0;0;10,
Vlees, vis, eiergerechten;Zalm rauw;Raw salmon;product ;;209;20;0;14;3;11;0;0.5;50;0;0;95;12;1;27;26;0.6;396;244;15;0.13;0.36;0.63;4;0;9.2;1.9;12;7.5;0;0;0;12.1,
Vlees, vis, eiergerechten;Zalmforel (magnetron) z toev;Salmon Trout (microwave) Add z;magnetron;;167;24;0;8;1;7;0;0;83;0;0;95;12;1;;;;396;244;19;0.13;0.36;0.63;5;0;;;7;7.5;0;0;0;10.3,
Vlees, vis, eiergerechten;Zeepaling (magnetron) z toev;Conger (microwave) Add z;magnetron;;199;24;0;11;2;9;0;0.2;82;0;0;142;20;1;19;30;1.75;250;200;1.043;0.1;0.35;0.17;4;2;4.9;4.1;9;1.4;0;0;0;8.2,
Vlees, vis, eiergerechten;Zeewier;Seaweed;eetlepel;10;351;6;81;0;0;0;0;0;0;0;7.7;102;625;21.4;770;7;5.8;1.125;52;0;0.01;0.22;0.3;0;0;0;5;580;0.2;;;25;8.4,
Vlees, vis, eiergerechten;Zeewolf (magnetron) z toev;Catfish (microwave) Add z;magnetron;;127;25;0;3;1;2;0;0;70;0;0;142;18;0.6;36;;0.9;320;240;15;0.23;0.09;0.46;3;0;0.7;2.8;1;2.7;0;0;0;9.5,
Vlees, vis, eiergerechten;Zure zult;Acid will;broodbeleg;20;244;11;2;21;8;14;;2.3;38;0;0;675;53;1.6;19;12;2.4;285;160;23;0.27;0.16;0.18;0.74;0;0.1;0.5;;3.8;0.4;1.6;0;14.5,
Vlees, vis, eiergerechten;Zwaardvis rauw mz;Swordfish raw mz;portie;120;101;18;0;3;1;2;0;0.3;70;0;0;500;20;1.9;26;30;0.56;450;350;;0.03;0.09;0.32;2;0;1.7;1;;3.1;0;0;0;19.7,
Vlees, vis, eiergerechten;Zwaardvis rauw zz;Swordfish raw zz;portie;120;101;18;0;3;1;2;0;0.3;70;0;0;52;20;1.9;26;30;0.56;450;350;;0.03;0.09;0.32;2;0;1.7;1;;3.1;0;0;0;19.7,
Vleeswaren, hartig beleg;Achterham;Ham;broodbeleg;20;132;18;2;6;2;4;0;0.4;38;0;0;878;5;0.7;21;13;1.6;330;280;2;0.54;0.18;0.36;0.5;0;0.2;0.1;5;3;1.9;0;0;15.6,,
Vleeswaren, hartig beleg;Achterham gegrild;Grilled ham;broodbeleg;20;116;19;1;4;2;3;0;0.2;38;0;0;897;5;0.7;21;13;1.6;330;280;2;0.54;0.18;0.36;0.5;0;0.2;0.1;5;3;0.5;0;0;14.7,,
Vleeswaren, hartig beleg;Bacon;Bacon;broodbeleg;15;378;18;0;34;14;20;0.3;3.4;71;0;0;1.5;10;0.7;17;4;1;200;150;0;0.4;0.1;0.3;0.65;0;1.5;0.1;1;2.6;0;0;0;8.3,,
Vleeswaren, hartig beleg;Beenham;Ham;broodbeleg;20;151;21;1;7;3;4;0.1;0.4;38;0;0;720;5;0.7;21;13;1.6;330;280;2;0.54;0.18;0.36;0.5;0;0.2;0.1;5;3;1.3;0;0;13.6,,
Vleeswaren, hartig beleg;Bierworstje Bifiworstje;Beer Sausage Bifiworstje;middel;30;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4,,
Vleeswaren, hartig beleg;Bloedworst Surinaams;Surinamese black pudding;plak;100;169;18;4;9;3;6;0.1;0.9;30;0;0;600;10;6.6;;;;;50;6;0.02;0.05;;2.3;0;;;4;1.6;0;4;0;2.8,,
Vleeswaren, hartig beleg;Bokking gerookt;Smoked herring;broodbeleg;40;238;24;0;16;4;12;0;0.2;82;0;0;1.625;100;2;45;50;0.4;280;200;;0.05;0.12;0.18;10;0;25;1;4;4;0;0;0;8.5,,
Vleeswaren, hartig beleg;Bokking gestoomd;Steamed red herring;beleg toast ;;233;21;1;16;4;12;0;0.2;82;0;0;188;20;1.2;26;48;0.48;317;210;106;0.09;0.33;0.18;10;0;4.3;0.7;4;10;0;0.5;0;9.9,,
Vleeswaren, hartig beleg;Boterhamworst;Sausage Sandwich;broodbeleg;15;308;12;3;28;10;18;0.3;1.8;60;0;0.1;857;13;1.3;13;8;1.4;192;230;14;0.18;0.14;0.16;0.84;0;0.6;0.1;1;3;0.1;2.9;0;19.2,,
Vleeswaren, hartig beleg;Casselerrib gerookt/gekookt;Cured side of smoked / cooked;broodbeleg;20;144;21;3;5;2;3;0;0.5;38;0;0;783;5;0.7;21;13;1.6;330;280;2;0.54;0.18;0.35;0.37;0;0.2;0.1;5;3;3;0;0;13.2,,
Vleeswaren, hartig beleg;Casselerrib Na-arm;Once cured side-arm;broodbeleg;15;212;21;2;14;2;12;0;0.4;87;0;0;68;10;0.9;21;7;4;332;191;4;0.28;0.16;0.22;1.64;0;0.2;;;2.6;0.1;1.7;0;9.3,,
Vleeswaren, hartig beleg;Cervelaatworst;Saveloy;broodbeleg;15;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4,,
Vleeswaren, hartig beleg;Cervelaatworst Na-arm;After saveloy arm;broodbeleg;15;286;17;2;23;8;15;0.2;2;35;0;0;62;23;1.7;12;12;1.93;282;186;1.413;0.19;0.29;0.15;2.89;1;0.5;0.2;;3.8;0.2;1.8;0;11.1,,
Vleeswaren, hartig beleg;Cervelaatworst Surinaams;Saveloy Surinamese;broodbeleg;15;392;17;3;35;14;21;0.2;2.3;32;0;0.2;1.58;40;1.9;;;;;145;10;0.15;0.15;;1.2;0;;;2;2.8;0;3;0;8.5,,
Vleeswaren, hartig beleg;Chorizo;Chorizo;broodbeleg;15;386;18;0;35;14;21;0.2;2.4;32;0;0;1.358;35;1.5;10;0;1.7;302;167;10;0.18;0.2;0.1;1.4;0;0.3;0.3;2;2.6;0.2;0;0;9.5,,
Vleeswaren, hartig beleg;Cornedbeef;Corned Beef;plak;15;224;13;4;18;8;10;0.8;0.3;93;0;0;1.006;10;4;15;8;5.6;100;175;0;0.01;0.1;0.04;1.9;0;0.1;0.8;1;1.7;0.2;3.3;0;13.7,,
Vleeswaren, hartig beleg;Cornedbeef Na-arm;Corned Beef after arm;broodbeleg;15;155;24;1;6;2;4;0.1;0.5;34;0;0;66;4;0.7;17;9;2.01;380;227;3;0.35;0.15;0.29;1.05;0;0.2;0.3;;3.3;1.1;0.2;0;9.5,,
Vleeswaren, hartig beleg;Edammer kaas 40+;Edam cheese 40 +;beleg ;;321;26;0;24;15;10;1.1;0.3;78;0;0;975;896;0.1;31;8;3.8;67;600;212;0.03;0.21;0.06;0.37;1;0.4;0.6;12;0.1;0;0;0;23.5,,
Vleeswaren, hartig beleg;Filet americain;Fillet americain;broodbeleg;20;147;18;2;7;2;6;0.1;2.6;46;0;0;757;6;1.8;21;7;3.29;305;153;4;0.03;0.05;0.24;1.6;0;0.1;1.3;4;5;1.2;0.6;0;8.4,,
Vleeswaren, hartig beleg;Fricandeau varkens- mz;Roast pork mz;lapje;70;150;31;0;3;1;2;0;0.3;41;0;0;500;6;1.5;28;15;1.9;416;240;6;0.49;0.07;0.13;0.79;0;0.4;0.3;5;6.6;0;0;0;7.7,,
Vleeswaren, hartig beleg;Fricandeau varkens- zz;Roast pork zz;lapje;70;150;31;0;3;1;2;0;0.3;41;0;0;54;6;1.5;28;15;1.9;416;240;6;0.49;0.07;0.13;0.79;0;0.4;0.3;5;6.6;0;0;0;7.7,,
Vleeswaren, hartig beleg;Gebraden gehakt;Fried chopped;broodbeleg;15;308;14;2;27;11;16;0.8;2;45;0;0.1;757;19;2.4;13;12;3.6;349;190;18;0.3;0.1;0.13;0.71;16;0.3;0.3;1;5.4;0.4;1.8;0;13.5,,
Vleeswaren, hartig beleg;Gebraden gehakt Na-arm;After arm chopped roasted;broodbeleg;15;212;21;2;14;2;12;0;0.4;87;0;0;68;10;0.9;21;7;4;332;191;4;0.28;0.16;0.22;1.64;0;0.2;;;2.6;0.1;1.7;0;9.3,,
Vleeswaren, hartig beleg;Gehakt gebraden;Chopped roasted;broodbeleg;15;308;14;2;27;11;16;0.8;2;45;0;0.1;757;19;2.4;13;12;3.6;349;190;18;0.3;0.1;0.13;0.71;16;0.3;0.3;1;5.4;0.4;1.8;0;13.5,,
Vleeswaren, hartig beleg;Gistextract Marmite;Yeast extract Marmite;broodbeleg;3;235;43;15;0;0;0;0;0;0;0;2.6;4.5;95;0.4;187;;2.1;2.6;1.7;0;5.8;7;1.3;0;0;0;;1.827;75;12.1;2.7;172;39.5,,
Vleeswaren, hartig beleg;Ham achter-;Ham back;broodbeleg;20;132;18;2;6;2;4;0;0.4;38;0;0;878;5;0.7;21;13;1.6;330;280;2;0.54;0.18;0.36;0.5;0;0.2;0.1;5;3;1.9;0;0;15.6,,
Vleeswaren, hartig beleg;Ham rauwe;Raw ham;broodbeleg;12;199;23;0;12;4;8;0.1;0.7;80;0;0;1.912;10;2.3;27;7;2.4;248;207;0;0.55;0.21;0.4;0.74;0;0.2;0.1;2;3.5;0;0;0;9.1,,
Vleeswaren, hartig beleg;Ham schouder-;Ham shoulder;broodbeleg;20;138;17;2;7;2;5;0;0.6;53;0;0;1.004;5;1;19;11;2.3;306;290;4;0.4;0.21;0.2;0.53;0;0.3;0.2;5;3;1.7;0.1;0;16.8,,
Vleeswaren, hartig beleg;Haring gezouten;Salted herring;broodbeleg;45;167;19;1;10;3;7;0;0;59;0;0;1.089;40;1.5;34;49;0.62;292;250;22;0;0.25;0.3;9;0;9.6;1.2;7;4;0;0.5;0;13,,
Vleeswaren, hartig beleg;Haringfilet (tom.saus) blik;Herring fillet (tom.saus) tin;tom.saus;;167;15;3;11;3;8;0;0.4;90;0;0;312;150;2;61;24;0.53;295;250;32;0;0.2;0.1;10.4;0;;3.6;10;5.3;2.8;0.3;0;16.7,,
Vleeswaren, hartig beleg;Hazelnootpasta;Hazelnut paste;broodbeleg;15;540;7;47;36;9;27;1;11;2;0;4.5;70;154;2.8;75;3;1.28;497;200;1;0.06;0.24;0.07;0;1;0;9.3;13;1.6;35.2;12.1;17;27,,
Vleeswaren, hartig beleg;Hollandse nieuwe haring;Dutch new herring;broodbeleg;45;167;19;1;10;3;7;0;0;59;0;0;1.089;40;1.5;34;49;0.62;292;250;22;0;0.25;0.3;9;0;9.6;1.2;7;4;0;0.5;0;13,,
Vleeswaren, hartig beleg;Kaas 40+;40 + Cheese;beleg ;;321;26;0;24;15;10;1.1;0.3;78;0;0;975;896;0.1;31;8;3.8;67;600;212;0.03;0.21;0.06;0.37;1;0.4;0.6;12;0.1;0;0;0;23.5,,
Vleeswaren, hartig beleg;Kaas Edammer 40+;Edam cheese 40 +;beleg ;;321;26;0;24;15;10;1.1;0.3;78;0;0;975;896;0.1;31;8;3.8;67;600;212;0.03;0.21;0.06;0.37;1;0.4;0.6;12;0.1;0;0;0;23.5,,
Vleeswaren, hartig beleg;Kalfsfricandeau bereid mz;Veal prepared mz;portie;70;156;32;0;3;1;2;0.1;0.2;55;0;0;500;;2.1;;;;340;;;;;;3.02;;;;3;;0;0;0;,,
Vleeswaren, hartig beleg;Kalfsfricandeau bereid zz;Veal prepared zz;portie;70;156;32;0;3;1;2;0.1;0.2;55;0;0;62;;2.1;;;;340;;;;;;3.02;;;;3;;0;0;0;,,
Vleeswaren, hartig beleg;Kalfspastei Na-arm;After Kalfspastei arm;broodbeleg;15;212;21;2;14;2;12;0;0.4;87;0;0;68;10;0.9;21;7;4;332;191;4;0.28;0.16;0.22;1.64;0;0.2;;;2.6;0.1;1.7;0;9.3,,
Vleeswaren, hartig beleg;Kalfsvlees mager bereid mz;Lean veal prepared mz;portie;70;156;32;0;3;1;2;0.1;0.2;55;0;0;500;;2.1;;;;340;;;;;;3.02;;;;3;;0;0;0;,,
Vleeswaren, hartig beleg;Kalfsvlees mager bereid zz;Lean veal prepared zz;portie;70;156;32;0;3;1;2;0.1;0.2;55;0;0;62;;2.1;;;;340;;;;;;3.02;;;;3;;0;0;0;,,
Vleeswaren, hartig beleg;Kalkoenfilet bereid mz;Turkey prepared mz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;500;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Kalkoenfilet bereid zz;Turkey prepared zz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Kalkoenfilet Na-arm;After turkey arm;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Katenspek;Kate Bacon;broodbeleg;15;404;15;0;38;14;24;0.2;3.5;36;0;0;803;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0;0.4;0;7.2,,
Vleeswaren, hartig beleg;Kipfilet bereid mz;Chicken cooked mz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;500;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Kipfilet bereid zz;Chicken cooked zz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Kiprollade bereid;Kiprollade prepared;portie;80;166;24;2;7;3;4;0.1;1.3;;0;0;673;;0.7;24;;1.77;255;186;;0.07;0.1;0.42;0.29;;;;7;;0;1.7;0;7.8,,
